STATISTIC,Statistic Label,Type of Development,C02074V02506,Functional Category,CountyName,Region,TLIST(Q1),Quarter,UNIT,VALUE
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20103,2010Q3,000 Sq Metres,58
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20104,2010Q4,000 Sq Metres,59
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20111,2011Q1,000 Sq Metres,51
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20112,2011Q2,000 Sq Metres,43
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20113,2011Q3,000 Sq Metres,45
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20114,2011Q4,000 Sq Metres,33
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20121,2012Q1,000 Sq Metres,31
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20122,2012Q2,000 Sq Metres,39
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20123,2012Q3,000 Sq Metres,32
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20124,2012Q4,000 Sq Metres,26
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20131,2013Q1,000 Sq Metres,24
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20132,2013Q2,000 Sq Metres,26
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20133,2013Q3,000 Sq Metres,29
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20134,2013Q4,000 Sq Metres,28
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20141,2014Q1,000 Sq Metres,31
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20142,2014Q2,000 Sq Metres,33
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20143,2014Q3,000 Sq Metres,29
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20144,2014Q4,000 Sq Metres,24
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20151,2015Q1,000 Sq Metres,37
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20152,2015Q2,000 Sq Metres,30
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20153,2015Q3,000 Sq Metres,33
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20154,2015Q4,000 Sq Metres,43
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20161,2016Q1,000 Sq Metres,33
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20162,2016Q2,000 Sq Metres,40
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20163,2016Q3,000 Sq Metres,63
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20164,2016Q4,000 Sq Metres,45
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20171,2017Q1,000 Sq Metres,51
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20172,2017Q2,000 Sq Metres,50
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20173,2017Q3,000 Sq Metres,61
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Limerick,MidCorkWest,20174,2017Q4,000 Sq Metres,66
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20091,2009Q1,000 Sq Metres,265
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20092,2009Q2,000 Sq Metres,194
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20093,2009Q3,000 Sq Metres,189
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20094,2009Q4,000 Sq Metres,98
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20101,2010Q1,000 Sq Metres,84
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20102,2010Q2,000 Sq Metres,95
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20103,2010Q3,000 Sq Metres,81
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20104,2010Q4,000 Sq Metres,94
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20111,2011Q1,000 Sq Metres,105
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20112,2011Q2,000 Sq Metres,70
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20113,2011Q3,000 Sq Metres,74
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20114,2011Q4,000 Sq Metres,47
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20121,2012Q1,000 Sq Metres,41
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20122,2012Q2,000 Sq Metres,39
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20123,2012Q3,000 Sq Metres,39
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20124,2012Q4,000 Sq Metres,39
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20131,2013Q1,000 Sq Metres,99
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20132,2013Q2,000 Sq Metres,37
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20133,2013Q3,000 Sq Metres,44
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20134,2013Q4,000 Sq Metres,48
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20141,2014Q1,000 Sq Metres,40
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20142,2014Q2,000 Sq Metres,43
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20143,2014Q3,000 Sq Metres,52
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20144,2014Q4,000 Sq Metres,39
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20151,2015Q1,000 Sq Metres,43
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20152,2015Q2,000 Sq Metres,53
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20153,2015Q3,000 Sq Metres,63
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20154,2015Q4,000 Sq Metres,46
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20161,2016Q1,000 Sq Metres,50
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20162,2016Q2,000 Sq Metres,84
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20163,2016Q3,000 Sq Metres,55
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20164,2016Q4,000 Sq Metres,64
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20171,2017Q1,000 Sq Metres,71
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20172,2017Q2,000 Sq Metres,92
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20173,2017Q3,000 Sq Metres,84
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Waterford,SouthCorkEast,20174,2017Q4,000 Sq Metres,84
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20091,2009Q1,000 Sq Metres,447
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20092,2009Q2,000 Sq Metres,258
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20093,2009Q3,000 Sq Metres,223
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20094,2009Q4,000 Sq Metres,100
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20101,2010Q1,000 Sq Metres,97
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20102,2010Q2,000 Sq Metres,89
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20103,2010Q3,000 Sq Metres,134
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20104,2010Q4,000 Sq Metres,80
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20111,2011Q1,000 Sq Metres,124
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20112,2011Q2,000 Sq Metres,98
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20113,2011Q3,000 Sq Metres,73
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20114,2011Q4,000 Sq Metres,65
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20121,2012Q1,000 Sq Metres,69
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20122,2012Q2,000 Sq Metres,65
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20123,2012Q3,000 Sq Metres,58
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20124,2012Q4,000 Sq Metres,51
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20131,2013Q1,000 Sq Metres,57
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20132,2013Q2,000 Sq Metres,59
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20133,2013Q3,000 Sq Metres,57
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20134,2013Q4,000 Sq Metres,46
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20141,2014Q1,000 Sq Metres,54
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20142,2014Q2,000 Sq Metres,56
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20143,2014Q3,000 Sq Metres,79
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20144,2014Q4,000 Sq Metres,67
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20151,2015Q1,000 Sq Metres,70
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20152,2015Q2,000 Sq Metres,83
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20153,2015Q3,000 Sq Metres,83
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20154,2015Q4,000 Sq Metres,106
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20161,2016Q1,000 Sq Metres,76
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20162,2016Q2,000 Sq Metres,99
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20163,2016Q3,000 Sq Metres,133
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20164,2016Q4,000 Sq Metres,131
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20171,2017Q1,000 Sq Metres,106
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20172,2017Q2,000 Sq Metres,116
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20173,2017Q3,000 Sq Metres,149
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,1,Dwellings,Wexford,SouthCorkWest,20174,2017Q4,000 Sq Metres,143
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20091,2009Q1,000 Sq Metres,754
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20092,2009Q2,000 Sq Metres,479
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20093,2009Q3,000 Sq Metres,636
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20094,2009Q4,000 Sq Metres,209
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20101,2010Q1,000 Sq Metres,139
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20102,2010Q2,000 Sq Metres,263
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20103,2010Q3,000 Sq Metres,199
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20104,2010Q4,000 Sq Metres,70
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20111,2011Q1,000 Sq Metres,130
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20112,2011Q2,000 Sq Metres,259
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20113,2011Q3,000 Sq Metres,125
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20114,2011Q4,000 Sq Metres,53
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20121,2012Q1,000 Sq Metres,50
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20122,2012Q2,000 Sq Metres,100
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20123,2012Q3,000 Sq Metres,95
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20124,2012Q4,000 Sq Metres,81
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20131,2013Q1,000 Sq Metres,66
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20132,2013Q2,000 Sq Metres,93
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20133,2013Q3,000 Sq Metres,44
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20134,2013Q4,000 Sq Metres,88
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20141,2014Q1,000 Sq Metres,104
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20142,2014Q2,000 Sq Metres,91
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20143,2014Q3,000 Sq Metres,139
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20144,2014Q4,000 Sq Metres,52
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20151,2015Q1,000 Sq Metres,73
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20152,2015Q2,000 Sq Metres,85
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20153,2015Q3,000 Sq Metres,161
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20154,2015Q4,000 Sq Metres,366
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20161,2016Q1,000 Sq Metres,230
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20162,2016Q2,000 Sq Metres,132
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20163,2016Q3,000 Sq Metres,225
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20164,2016Q4,000 Sq Metres,139
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20171,2017Q1,000 Sq Metres,175
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20172,2017Q2,000 Sq Metres,186
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20173,2017Q3,000 Sq Metres,116
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cork,State,20174,2017Q4,000 Sq Metres,164
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20091,2009Q1,000 Sq Metres,192
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20092,2009Q2,000 Sq Metres,126
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20093,2009Q3,000 Sq Metres,83
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20094,2009Q4,000 Sq Metres,109
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20101,2010Q1,000 Sq Metres,30
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20102,2010Q2,000 Sq Metres,51
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20103,2010Q3,000 Sq Metres,47
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20104,2010Q4,000 Sq Metres,20
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20111,2011Q1,000 Sq Metres,17
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20112,2011Q2,000 Sq Metres,29
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20113,2011Q3,000 Sq Metres,25
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20114,2011Q4,000 Sq Metres,10
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20121,2012Q1,000 Sq Metres,12
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20122,2012Q2,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20123,2012Q3,000 Sq Metres,32
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20124,2012Q4,000 Sq Metres,16
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20131,2013Q1,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20132,2013Q2,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20133,2013Q3,000 Sq Metres,21
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20134,2013Q4,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20141,2014Q1,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20142,2014Q2,000 Sq Metres,16
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20143,2014Q3,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20144,2014Q4,000 Sq Metres,17
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20151,2015Q1,000 Sq Metres,17
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20152,2015Q2,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20153,2015Q3,000 Sq Metres,16
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20154,2015Q4,000 Sq Metres,14
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20161,2016Q1,000 Sq Metres,23
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,All new construction and extensions,2,Commercial Buildings,Cavan,"Border, Midland and Western",20162,2016Q2,000 Sq Metres,14
